sentID.BTEC	splits_shared_task	dialect	raw	CODA
5361	corpus-6-test-corpus-26-train	DOH	صباح الخير. نمت زين؟	صباح الخير. نمت زين؟
5364	corpus-6-test-corpus-26-train	DOH	شنو ناوي تسوي عقب المدرسة؟	شنو ناوي تسوي عقب المدرسة؟
5366	corpus-6-test-corpus-26-train	DOH	باقوا شنطتي في الشارع.	باقوا شنطتي في الشارع.
5367	corpus-6-test-corpus-26-train	DOH	خذت اي خدمة غير الريوق الصبح؟	خذت اي خدمة غير الريوق الصبح؟
5407	corpus-6-test-corpus-26-train	DOH	بغيت كوب قهوة بيضة، لو سمحت.	بغيت كوب قهوة بيضا، لو سمحت.
5411	corpus-6-test-corpus-26-train	DOH	ان شاء الله انك مو تعبان واجد.	ان شاء الله انك مو تعبان واجد.
5431	corpus-6-test-corpus-26-train	DOH	بغيت أأجر سيارة من هالنوع لمدة يومين.	بغيت اأجر سيارة من هالنوع لمدة يومين.
5436	corpus-6-test-corpus-26-train	DOH	باخذ جاك دانييلز كوب صغير.	بآخذ جاك دانيلز كوب صغير.
5437	corpus-6-test-corpus-26-train	DOH	بغيت نفيش، لو سمحت.	بغيت نفيش، لو سمحت.
5447	corpus-6-test-corpus-26-train	DOH	طيحت عصا التزلج.	طيحت عصا التزلج.
5455	corpus-6-test-corpus-26-train	DOH	احنا ما نجيب هدايا للاستقبال. بس الضيوف يجيبون فلوس.	احنا ما نجيب هدايا للاستقبال. بس الضيوف يجيبون فلوس.
5458	corpus-6-test-corpus-26-train	DOH	بغيت ارسل هذي بالبريد البري او البحري.	بغيت ارسل هاذي بالبريد البري او البحري.
5492	corpus-6-test-corpus-26-train	DOH	الطيارة وصلت متأخرة بسبب الثلوج الكثيفة.	الطيارة وصلت متأخرة بسبب الثلوج الكثيفة.
5518	corpus-6-test-corpus-26-train	DOH	شحن، لو سمحت.	شحن، لو سمحت.
5521	corpus-6-test-corpus-26-train	DOH	ممكن تاخذ رسالتي، لو سمحت؟	ممكن تاخذ رسالتي، لو سمحت؟
5540	corpus-6-test-corpus-26-train	DOH	مسامحة، مو قادر الحق معاك. ممكن تتكلم ابطأ شوي، لو سمحت؟	مسامحة، مو قادر الحق معاك. ممكن تتكلم ابطأ شوي، لو سمحت؟
5559	corpus-6-test-corpus-26-train	DOH	يصير اصور؟	يصير اصور؟
5570	corpus-6-test-corpus-26-train	DOH	من مية.	من مية.
5585	corpus-6-test-corpus-26-train	DOH	ممكن تجيب لي نفس هالطبق؟	ممكن تجيب لي نفس هالطبق؟
5596	corpus-6-test-corpus-26-train	DOH	لو سمحت جيب ريوقي غرفتي باجر الصبح الساعة سبع.	لو سمحت جيب ريوقي غرفتي باكر الصبح الساعة سبع.
5615	corpus-6-test-corpus-26-train	DOH	عامل صيانة بيجي قريب.	عامل صيانة بيجي قريب.
5648	corpus-6-test-corpus-26-train	DOH	في مكان فاضي في جولة الخميس السياحية؟	فيه مكان فاضي في جولة الخميس السياحية؟
5657	corpus-6-test-corpus-26-train	DOH	لو سمحت. ممكن اتصرف؟	لو سمحت. ممكن اتصرف؟
5680	corpus-6-test-corpus-26-train	DOH	عندك نباتات او فواكه؟	عندك نباتات او فواكه؟
5684	corpus-6-test-corpus-26-train	DOH	لو سمحت علمني شلون املي بطاقة النزول هذي؟	لو سمحت علمني شلون املي بطاقة النزول هاذي؟
5695	corpus-6-test-corpus-26-train	DOH	انا متأكد ان قيمة سيارتي تقريبا خمسة آلاف دولار.	انا متأكد ان قيمة سيارتي تقريبا خمسة آلاف دولار.
5706	corpus-6-test-corpus-26-train	DOH	قليلة السعرات الحرارية في هالأكل؟	قليلة السعرات الحرارية في هالاكل؟
5717	corpus-6-test-corpus-26-train	DOH	اي باص اخذ حق اروح المحطة؟	اي باص آخذ حق اروح المحطة؟
5723	corpus-6-test-corpus-26-train	DOH	اي. بس لازم تاخذ ثالث اشارة يسار وتتم في ذاك الشارع لين ما توصل طريق ستة وستين.	اي. بس لازم تاخذ ثالث اشارة يسار وتتم في ذاك الشارع لين ما توصل طريق ستة وستين.
5761	corpus-6-test-corpus-26-train	DOH	جزاك الله خير جان بتوديني الساحل.	جزاك الله خير كان بتوديني الساحل.
5772	corpus-6-test-corpus-26-train	DOH	آسف. انت متصل بالرقم الغلط. هذي تانكيوشا برس.	آسف. انت متصل بالرقم الغلط. هاذي تانكيوشا برس.
5779	corpus-6-test-corpus-26-train	DOH	بنسوي جيك اوت.	بنسوي تشيك اوت.
5847	corpus-6-test-corpus-26-train	DOH	لو سمحت عط ولدك هالشراب، جرعة وحدة، عقب كل وجبة.	لو سمحت عط ولدك هالشراب، جرعة واحدة، عقب كل وجبة.
5848	corpus-6-test-corpus-26-train	DOH	هذي الشكل متوفر بمقاسات ثمانية وعشرين، وواحد وثلاثين وخمسة وثلاثين سنتي.	هاذي الشكل متوفر بمقاسات ثمانية وعشرين، وواحد وثلاثين وخمسة وثلاثين سنتي.
5875	corpus-6-test-corpus-26-train	DOH	اوه، هذي شكله واجد.	اوه، هاذي شكله واجد.
5898	corpus-6-test-corpus-26-train	DOH	ممكن استخدم تلفونك؟	ممكن استخدم تلفونك؟
5906	corpus-6-test-corpus-26-train	DOH	بغيت أأكد رحلتي لشيكاغو تاريخ سبعطعش.	بغيت اأكد رحلتي لشيكاغو تاريخ سبعتعش.
5913	corpus-6-test-corpus-26-train	DOH	كثرت في الأكل شوي.	كثرت في الاكل شوي.
5914	corpus-6-test-corpus-26-train	DOH	ممكن اكلم سيدة براون؟	ممكن اكلم سيدة براون؟
5916	corpus-6-test-corpus-26-train	DOH	شكل الحياة في هالبيت مريحة، صح؟	شكل الحياة في هالبيت مريحة، صح؟
5940	corpus-6-test-corpus-26-train	DOH	بوكي، وجوازي واغراض شخصية ثانية.	بوكي، وجوازي واغراض شخصية ثانية.
5956	corpus-6-test-corpus-26-train	DOH	متى تسكرون؟	متى تسكرون؟
5987	corpus-6-test-corpus-26-train	DOH	هذي اللي كنت بقوله.	هاذي اللي كنت باقوله.
5988	corpus-6-test-corpus-26-train	DOH	اي، اظن.	اي، اظن.
5997	corpus-6-test-corpus-26-train	DOH	بيتك عود. كم غرفة؟	بيتك عود. كم غرفة؟
6006	corpus-6-test-corpus-26-train	DOH	عجبنا العشا.	عجبنا العشا.
6047	corpus-6-test-corpus-26-train	DOH	اوه، اي. بس ان شاء الله ما يصيدهم دوار البحر.	اوه، اي. بس ان شاء الله ما يصيدهم دوار البحر.
6073	corpus-6-test-corpus-26-train	DOH	متى موعد وصولنا المتوقع؟	متى موعد وصولنا المتوقع؟
6086	corpus-6-test-corpus-26-train	DOH	انا بمشي بكرة من وقت، فأبغي ادفع الحين.	انا بامشي بكرة من وقت، فابغي ادفع الحين.
6156	corpus-6-test-corpus-26-train	DOH	الحين هو مشغول.	الحين هو مشغول.
6167	corpus-6-test-corpus-26-train	DOH	يقدرون الاجانب يحصلون كتب من هالمكتبة؟	يقدرون الاجانب يحصلون كتب من هالمكتبة؟
6179	corpus-6-test-corpus-26-train	DOH	عادي اقعد في غرفتي لي ثنتين الظهر؟	عادي اقعد في غرفتي لثنتين الظهر؟
6190	corpus-6-test-corpus-26-train	DOH	ها-ها. صباح الخير بتوقيتك. ماعليه.	ها-ها. صباح الخير بتوقيتك. ما عليه.
6193	corpus-6-test-corpus-26-train	DOH	بغيت فيلم رقم هالإيه إس إيه حق هالكاميرا، لو سمحت.	بغيت فيلم رقم هالاية اس اي حق هالكاميرا، لو سمحت.
6205	corpus-6-test-corpus-26-train	DOH	وين رسومات مونيت؟	وين رسومات موني؟
6214	corpus-6-test-corpus-26-train	DOH	البيتزا هذي لذيذة. من سواها؟	البيتزا هاذي لذيذة. من سواها؟
6221	corpus-6-test-corpus-26-train	DOH	شلون طعمه هالطبق؟	شلون طعمه هالطبق؟
6227	corpus-6-test-corpus-26-train	DOH	بعد هم غاليين.	بعد هم غاليين.
6228	corpus-6-test-corpus-26-train	DOH	متى يمشي الباص الجاي حق بوسطن؟	متى يمشي الباص الجاي حق بوسطن؟
6253	corpus-6-test-corpus-26-train	DOH	هالمتزلج واجد زين.	هالمتزلج واجد زين.
6272	corpus-6-test-corpus-26-train	DOH	مسامحة بس اليد واجد قصيرة.	مسامحة بس اليد واجد قصيرة.
6283	corpus-6-test-corpus-26-train	DOH	ممكن تعلمني شلون اصب البترول؟	ممكن تعلمني شلون اصب البترول؟
6285	corpus-6-test-corpus-26-train	DOH	رسوم الفندق تشمل الريوق؟	رسوم الفندق تشمل الريوق؟
6287	corpus-6-test-corpus-26-train	DOH	هذي كل شي؟	هاذي كل شي؟
6291	corpus-6-test-corpus-26-train	DOH	هو في هالطريق.	هو في هالطريق.
6339	corpus-6-test-corpus-26-train	DOH	لو سمحت شغل العداد.	لو سمحت شغل العداد.
6363	corpus-6-test-corpus-26-train	DOH	غرفتي واجد باردة.	غرفتي واجد باردة.
6411	corpus-6-test-corpus-26-train	DOH	برد عليك لما نفضى شوي.	بارد عليك لما نفضى شوي.
6418	corpus-6-test-corpus-26-train	DOH	احس اني احسن.	احس اني احسن.
6436	corpus-6-test-corpus-26-train	DOH	لو سمحت ورني انا وين على هالخريطة.	لو سمحت ورني انا وين على هالخريطة.
6437	corpus-6-test-corpus-26-train	DOH	مية بالمية قطن.	مية بالمية قطن.
6466	corpus-6-test-corpus-26-train	DOH	بغيت اغير لغرفة تطل على المحيط. في رسوم اضافية؟	بغيت اغير لغرفة تطل على المحيط. في رسوم اضافية؟
6472	corpus-6-test-corpus-26-train	DOH	بكم تأجير اللوح حق نص يوم؟	بكم تأجير اللوح حق نص يوم؟
6481	corpus-6-test-corpus-26-train	DOH	عشرة نوفمبر.	عشرة نوفمبر.
6492	corpus-6-test-corpus-26-train	DOH	هذي واجد لذيذ.	هاذي واجد لذيذ.
6497	corpus-6-test-corpus-26-train	DOH	متى بنطير؟	متى بنطير؟
6498	corpus-6-test-corpus-26-train	DOH	شلون تنبه السايق انك تبغي تنزل؟	شلون تنبه السايق انك تبغي تنزل؟
6513	corpus-6-test-corpus-26-train	DOH	اربعة وعشرين دولار. تبغي اكثر؟	اربعة وعشرين دولار. تبغي اكثر؟
6515	corpus-6-test-corpus-26-train	DOH	انا سويت الحجوزات في طوكيو قبل شهر.	انا سويت الحجوزات في طوكيو قبل شهر.
6517	corpus-6-test-corpus-26-train	DOH	مشكور ما قصرت.	مشكور ما قصرت.
6525	corpus-6-test-corpus-26-train	DOH	انزل هني اذا ابغي اروح روكيفيلر سنتر؟	انزل هني اذا ابغي اروح روكفلر سنتر؟
6539	corpus-6-test-corpus-26-train	DOH	لو سمحت خذ مقاس جوتيي.	لو سمحت خذ مقاس جوتيي.
6547	corpus-6-test-corpus-26-train	DOH	هذي عجيب.	هاذي عجيب.
6550	corpus-6-test-corpus-26-train	DOH	بتطلع معاي في موعد؟	بتطلع معاي في موعد؟
6552	corpus-6-test-corpus-26-train	DOH	لو سمحت نظف هالكوت.	لو سمحت نظف هالكوت.
6553	corpus-6-test-corpus-26-train	DOH	ابغي أأجر طراد.	ابغي اأجر طراد.
6574	corpus-6-test-corpus-26-train	DOH	وين قسم الحريم؟	وين قسم الحريم؟
6581	corpus-6-test-corpus-26-train	DOH	القهوة مو وياه؟	القهوة مو وياه؟
6593	corpus-6-test-corpus-26-train	DOH	في أي مجال كان قبل؟	في اي مجال كان قبل؟
6602	corpus-6-test-corpus-26-train	DOH	اف. اف. اف. اف. تعودت على وجهها.	اف. اف. اف. اف. تعودت على وجهها.
6609	corpus-6-test-corpus-26-train	DOH	لازم ادفع الرسوم الاضافية لما ادخل المبنى؟	لازم ادفع الرسوم الاضافية لما ادخل المبنى؟
6625	corpus-6-test-corpus-26-train	DOH	جرحي يعورني.	جرحي يعورني.
6635	corpus-6-test-corpus-26-train	DOH	وين المحطة؟	وين المحطة؟
6657	corpus-6-test-corpus-26-train	DOH	فيني قشعريرة.	فيني قشعريرة.
6659	corpus-6-test-corpus-26-train	DOH	ثلاث ايام.	ثلاث ايام.
6699	corpus-6-test-corpus-26-train	DOH	مابغي واحد ضخم.	ما ابغي واحد ضخم.
6700	corpus-6-test-corpus-26-train	DOH	بيكون في تأخير بسيط.	بيكون فيه تأخير بسيط.
6715	corpus-6-test-corpus-26-train	DOH	شنو الفرق بين هالفنادق؟	شنو الفرق بين هالفنادق؟
6736	corpus-6-test-corpus-26-train	DOH	كان عجيب. شكرا.	كان عجيب. شكرا.
6746	corpus-6-test-corpus-26-train	DOH	عندك شي أطول شوي؟	عندك شي اطول شوي؟
6766	corpus-6-test-corpus-26-train	DOH	ينتهي تسعطعش مارس ألف وتسعمية وتسعة وتسعين.	ينتهي تسعتعش مارس الف وتسعمية وتسعة وتسعين.
6800	corpus-6-test-corpus-26-train	DOH	في كازينوهات زينة؟	فيه كازينوهات زينة؟
6810	corpus-6-test-corpus-26-train	DOH	هذي فلوس القلامة الحبر. مية دولار نوط.	هاذي فلوس القلامة الحبر. مية دولار نوط.
6812	corpus-6-test-corpus-26-train	DOH	وين قسم الحريم؟	وين قسم الحريم؟
6825	corpus-6-test-corpus-26-train	DOH	من وين اركب الطراد؟	من وين اركب الطراد؟
6832	corpus-6-test-corpus-26-train	DOH	رفيجي متعور.	رفيقي متعور.
6835	corpus-6-test-corpus-26-train	DOH	شكلك بعافية.	شكلك بعافية.
6864	corpus-6-test-corpus-26-train	DOH	ممكن تخفف شنبي؟	ممكن تخفف شنبي؟
6914	corpus-6-test-corpus-26-train	DOH	ماقدر ابيع هذي بدون وصفة.	ما اقدر ابيع هاذي بدون وصفة.
6917	corpus-6-test-corpus-26-train	DOH	يصير احجز خمس كراسي مع بعض في نفس الصفة؟	يصير احجز خمس كراسي مع بعض في نفس الصفة؟
6944	corpus-6-test-corpus-26-train	DOH	شنو السيارة اللي تعطيك احسن كمية أميال؟	شنو السيارة اللي تعطيك احسن كمية اميال؟
6960	corpus-6-test-corpus-26-train	DOH	ما بتحصل تخفيض لو شتسوي.	ما بتحصل تخفيض لو شتسوي.
6966	corpus-6-test-corpus-26-train	DOH	ممكن تفتح هالشنطة، لو سمحت؟ شعندك فيها؟	ممكن تفتح هالشنطة، لو سمحت؟ شعندك فيها؟
6970	corpus-6-test-corpus-26-train	DOH	ابغي اسوي مكالمة خارجية لفندق الهيلتون في بوسطن.	ابغي اسوي مكالمة خارجية لفندق الهيلتون في بوسطن.
6991	corpus-6-test-corpus-26-train	DOH	انتبه، السقف نازل.	انتبه، السقف نازل.
6999	corpus-6-test-corpus-26-train	DOH	ماقدر اشوف الشاشة عدل من هني. ممكن اغير كرسيي شوي؟	ما اقدر اشوف الشاشة عدل من هني. ممكن اغير كرسيي شوي؟
7030	corpus-6-test-corpus-26-train	DOH	زرت البحيرات العظمى لأول مرة.	زرت البحيرات العظمى لاول مرة.
7048	corpus-6-test-corpus-26-train	DOH	في شي غلط في مكينة البيع هذي.	فيه شي غلط في مكينة البيع هاذي.
7057	corpus-6-test-corpus-26-train	DOH	احتاج دكتور.	احتاج دكتور.
7070	corpus-6-test-corpus-26-train	DOH	من متى هي في بريطانيا؟	من متى هي في بريطانيا؟
7081	corpus-6-test-corpus-26-train	DOH	كشخص محب للفنون الجديدة والغريبة اكيد بتعجبك رسومات الهيبي وعروض الشارع الموسيقية.	كشخص محب للفنون الجديدة والغريبة اكيد بتعجبك رسومات الهيبي وعروض الشارع الموسيقية.
7098	corpus-6-test-corpus-26-train	DOH	أي وقت؟	اي وقت؟
7123	corpus-6-test-corpus-26-train	DOH	تقدر تشوف مبنى ابيض، صح؟ هو يصير جدام هالمبنى.	تقدر تشوف مبنى ابيض، صح؟ هو يصير قدام هالمبنى.
7253	corpus-6-test-corpus-26-train	DOH	اليابانيين ما ياخذون اجازات طويلة.	اليابانيين ما ياخذون اجازات طويلة.
7264	corpus-6-test-corpus-26-train	DOH	احس الكل يطالعني. واجد نادر ان يشوفون واحد ياباني؟	احس الكل يطالعني. واجد نادر ان يشوفون واحد ياباني؟
7270	corpus-6-test-corpus-26-train	DOH	من اي طريق مدخل مكتب البريد المركزي؟	من اي طريق مدخل مكتب البريد المركزي؟
7274	corpus-6-test-corpus-26-train	DOH	وين محطة باصات قريهاوند في هالمدينة؟	وين محطة باصات غريهاوند في هالمدينة؟
7281	corpus-6-test-corpus-26-train	DOH	بس، مو المطاعم اليابانية في كيوتو غالية؟	بس، مو المطاعم اليابانية في كيوتو غالية؟
7289	corpus-6-test-corpus-26-train	DOH	احسه واجد عالي بالنسبة لي.	احسه واجد عالي بالنسبة لي.
7305	corpus-6-test-corpus-26-train	DOH	ابغي تقييم الكتاب.	ابغي تقييم الكتاب.
7321	corpus-6-test-corpus-26-train	DOH	وين اقدر اشتري تذكرة مترو؟	وين اقدر اشتري تذكرة مترو؟
7335	corpus-6-test-corpus-26-train	DOH	بيكون عندي كرسي على درجة رجال الأعمال، صح؟	بيكون عندي كرسي على درجة رجال الاعمال، صح؟
7343	corpus-6-test-corpus-26-train	DOH	كم اجرة التكسي من هالفندق للمحطة؟	كم اجرة التكسي من هالفندق للمحطة؟
7349	corpus-6-test-corpus-26-train	DOH	ممكن اخذ هذي وهذي، لو سمحت؟	ممكن آخذ هاذي وهاذي، لو سمحت؟
7381	corpus-6-test-corpus-26-train	DOH	يقولون ان اليابان دولة غنية واجد.	يقولون ان اليابان دولة غنية واجد.
7386	corpus-6-test-corpus-26-train	DOH	في غرف فاضية في عربة النوم؟	فيه غرف فاضية في عربة النوم؟
7395	corpus-6-test-corpus-26-train	DOH	هذي هدية لرفيجي.	هاذي هدية لرفيقي.
7412	corpus-6-test-corpus-26-train	DOH	الثلج يخلي الدرب يزحلق.	الثلج يخلي الدرب يزحلق.
7414	corpus-6-test-corpus-26-train	DOH	مو محصل كاميرتي.	مو محصل كاميرتي.
7438	corpus-6-test-corpus-26-train	DOH	عندك شي تصرح فيه؟	عندك شي تصرح فيه؟
7439	corpus-6-test-corpus-26-train	DOH	شفت كوت ازرق؟ حطيته على هالكرسي.	شفت كوت ازرق؟ حطيته على هالكرسي.
7478	corpus-6-test-corpus-26-train	DOH	انا من طوكيو.	انا من طوكيو.
7479	corpus-6-test-corpus-26-train	DOH	ابغي بلسم ريفلون.	ابغي بلسم ريفلون.
7485	corpus-6-test-corpus-26-train	DOH	عندي كم شي حق الغسيل.	عندي كم شي حق الغسيل.
7549	corpus-6-test-corpus-26-train	DOH	ابغي هوت جوكلت.	ابغي هوت تشوكلت.
7550	corpus-6-test-corpus-26-train	DOH	ممكن نرتب حق تنظيف غرفك.	ممكن نرتب حق تنظيف غرفك.
7574	corpus-6-test-corpus-26-train	DOH	خاص، لو سمحت.	خاص، لو سمحت.
7583	corpus-6-test-corpus-26-train	DOH	بكم لفندق سي؟	بكم لفندق سي؟
7622	corpus-6-test-corpus-26-train	DOH	بغيت احجز طاولة حق شخصين الساعة سبع، لو سمحت.	بغيت احجز طاولة حق شخصين الساعة سبع، لو سمحت.
7626	corpus-6-test-corpus-26-train	DOH	بغيت كريم ليلي.	بغيت كريم ليلي.
7627	corpus-6-test-corpus-26-train	DOH	ممكن تغلف هذي كهدية؟	ممكن تغلف هاذي كهدية؟
7636	corpus-6-test-corpus-26-train	DOH	الساعة ثلاث وربع.	الساعة ثلاث وربع.
7650	corpus-6-test-corpus-26-train	DOH	انا مخطط اني برسل فواتير الضروريات اليومية، فلو سمحت عطني عنوان واسم الشخص المسؤول.	انا مخطط اني بارسل فواتير الضروريات اليومية، فلو سمحت عطني عنوان واسم الشخص المسؤول.
7662	corpus-6-test-corpus-26-train	DOH	عندك جذي بنفس التصميم بس بكعب اعلى؟	عندك كذي بنفس التصميم بس بكعب اعلى؟
7663	corpus-6-test-corpus-26-train	DOH	بغيت فانيلة حق ولد عمره عشر سنوات.	بغيت فانيلة حق ولد عمره عشر سنوات.
7671	corpus-6-test-corpus-26-train	DOH	ودني طريق آبي، لو سمحت.	ودني طريق آبي، لو سمحت.
7693	corpus-6-test-corpus-26-train	DOH	انا متأكد ان عندي حجز.	انا متأكد ان عندي حجز.
7708	corpus-6-test-corpus-26-train	DOH	بطرش لك اياه، فانتظر هني لو سمحت.	باطرش لك اياه، فانتظر هني لو سمحت.
7721	corpus-6-test-corpus-26-train	DOH	عندي صداع خفيف.	عندي صداع خفيف.
7736	corpus-6-test-corpus-26-train	DOH	واجد حبيت الوجبة.	واجد حبيت الوجبة.
7756	corpus-6-test-corpus-26-train	DOH	لا، تفضل اقعد وانتظر. عن اذنك شوي وبرجع.	لا، تفضل اقعد وانتظر. عن اذنك شوي وبارجع.
7767	corpus-6-test-corpus-26-train	DOH	ممكن ترسل لي خريطة، لو سمحت؟	ممكن ترسل لي خريطة، لو سمحت؟
7811	corpus-6-test-corpus-26-train	DOH	باقوني في ساحل ويمانالو. تعال بسرعة لو سمحت.	باقوني في ساحل ويمانالو. تعال بسرعة لو سمحت.
7812	corpus-6-test-corpus-26-train	DOH	شرايك بمية دولار؟	شرايك بمية دولار؟
7814	corpus-6-test-corpus-26-train	DOH	ابغي هذي معبأ.	ابغي هاذي معبأ.
7831	corpus-6-test-corpus-26-train	DOH	بغيت اقدم حق اعادة اصدار.	بغيت اقدم حق اعادة اصدار.
7834	corpus-6-test-corpus-26-train	DOH	الحكومة دعمت تعزيز الصناعات.	الحكومة دعمت تعزيز الصناعات.
7838	corpus-6-test-corpus-26-train	DOH	هو اكبر من خمسين سنة، اظن.	هو اكبر من خمسين سنة، اظن.
7860	corpus-6-test-corpus-26-train	DOH	عندك اي خرايط بسيطة للمدينة؟	عندك اي خرايط بسيطة للمدينة؟
7883	corpus-6-test-corpus-26-train	DOH	الساعة كم يوصل القطار سان دييغو، لو سمحت؟	الساعة كم يوصل القطار سان دييغو، لو سمحت؟
7913	corpus-6-test-corpus-26-train	DOH	بغيت اشوف صندوقك.	بغيت اشوف صندوقك.
7925	corpus-6-test-corpus-26-train	DOH	بغيت شامبو.	بغيت شامبو.
7947	corpus-6-test-corpus-26-train	DOH	انا قاعد في فندق الهيلتون.	انا قاعد في فندق الهيلتون.
7948	corpus-6-test-corpus-26-train	DOH	ما احس اني زين ولايعة جبدي.	ما احس اني زين ولايعة كبدي.
7957	corpus-6-test-corpus-26-train	DOH	بس عندي موعد حق اشوفها الساعة ثنتين.	بس عندي موعد حق اشوفها الساعة ثنتين.
7972	corpus-6-test-corpus-26-train	DOH	تروح هالسيارة إدنبره؟	تروح هالسيارة ادنبرة؟
7976	corpus-6-test-corpus-26-train	DOH	اي، لو سمحت مل هالاستمارة.	اي، لو سمحت مل هالاستمارة.
7983	corpus-6-test-corpus-26-train	DOH	كم تاخذ على الوزن الزايد؟	كم تاخذ على الوزن الزايد؟
8039	corpus-6-test-corpus-26-train	DOH	الساعة كم اقدر اسوي جيك اوت؟	الساعة كم اقدر اسوي تشيك اوت؟
8050	corpus-6-test-corpus-26-train	DOH	خذته.	خذته.
8058	corpus-6-test-corpus-26-train	DOH	بكلم احد.	باكلم احد.
8068	corpus-6-test-corpus-26-train	DOH	السيارة جاتني على صوب في التقاطع.	السيارة جاتني على صوب في التقاطع.
8094	corpus-6-test-corpus-26-train	DOH	هذي صندوق موسيقى.	هاذي صندوق موسيقى.
8095	corpus-6-test-corpus-26-train	DOH	وين الضاحية؟	وين الضاحية؟
8098	corpus-6-test-corpus-26-train	DOH	في جولة سياحية للمدينة بالباص؟	فيه جولة سياحية للمدينة بالباص؟
8108	corpus-6-test-corpus-26-train	DOH	الساعة كم نبتدي؟	الساعة كم نبتدي؟
8114	corpus-6-test-corpus-26-train	DOH	اوكي، اخوي. اذا تبغي سيارة متوسطة الحجم نقدر تعطيك ميركوري سيبل، زينة؟	اوكي، اخوي. اذا تبغي سيارة متوسطة الحجم نقدر نعطيك ميركوري سيبل، زينة؟
8116	corpus-6-test-corpus-26-train	DOH	رضيت العضلة.	رضيت العضلة.
8141	corpus-6-test-corpus-26-train	DOH	بس لازم توعدني انك بتطق الكرة، مو انا. انزين؟	بس لازم توعدني انك بتطق الكرة، مو انا. انزين؟
8143	corpus-6-test-corpus-26-train	DOH	شكثر بعد؟	شكثر بعد؟
8149	corpus-6-test-corpus-26-train	DOH	يصير اتسلف شوية كتان؟	يصير اتسلف شوية كتان؟
8156	corpus-6-test-corpus-26-train	DOH	من أي نوع من الجلد مصنوعة هالشنطة؟	من اي نوع من الجلد مصنوعة هالشنطة؟
8161	corpus-6-test-corpus-26-train	DOH	ماظن ان هالسكين نظيفة. ممكن تجيب لي وحدة ثانية؟	ما اظن ان هالسكين نظيفة. ممكن تجيب لي واحدة ثانية؟
8164	corpus-6-test-corpus-26-train	DOH	توني شريت هذي من شوي، بس ممكن تبدل ذي بذي؟	توني شريت هاذي من شوي، بس ممكن تبدل ذي بذي؟
8173	corpus-6-test-corpus-26-train	DOH	الصراحة، ما اوافق على هالشي.	الصراحة، ما اوافق على هالشي.
8177	corpus-6-test-corpus-26-train	DOH	هذي الطريق الصح لمحطة سنترال؟	هاذي الطريق الصح لمحطة سنترال؟
8183	corpus-6-test-corpus-26-train	DOH	قارب مع مرشد، لو سمحت.	قارب مع مرشد، لو سمحت.
8193	corpus-6-test-corpus-26-train	DOH	بغيت اطلب بدلة غامقة حقي.	بغيت اطلب بدلة غامقة حقي.
8194	corpus-6-test-corpus-26-train	DOH	تقدر تستخدم هالمظلة كعصا.	تقدر تستخدم هالمظلة كعصا.
8210	corpus-6-test-corpus-26-train	DOH	لو سمحت ورني جوازك.	لو سمحت ورني جوازك.
8227	corpus-6-test-corpus-26-train	DOH	في اي محل ياخذ غسيل يوم الأحد؟	فيه اي محل ياخذ غسيل يوم الاحد؟
8233	corpus-6-test-corpus-26-train	DOH	اثنين جيزبرقر، لو سمحت.	اثنين تشيز برجر، لو سمحت.
8234	corpus-6-test-corpus-26-train	DOH	اي باص يروح ميامي؟	اي باص يروح ميامي؟
8236	corpus-6-test-corpus-26-train	DOH	مو لازم اكراميات.	مو لازم اكراميات.
8248	corpus-6-test-corpus-26-train	DOH	تقدر تشوف واحد في قاعة كارنيج.	تقدر تشوف واحد في قاعة كارنيغي.
8250	corpus-6-test-corpus-26-train	DOH	انا مو معتمد.	انا مو معتمد.
8271	corpus-6-test-corpus-26-train	DOH	شنو الطبق المميز في المطعم؟	شنو الطبق المميز في المطعم؟
8280	corpus-6-test-corpus-26-train	DOH	بغيت اسوي لي موعد مع دكتور.	بغيت اسوي لي موعد مع دكتور.
8295	corpus-6-test-corpus-26-train	DOH	عادي اجي بيتك؟	عادي اجي بيتك؟
8305	corpus-6-test-corpus-26-train	DOH	احس في مجال للتطوير.	احس فيه مجال للتطوير.
8316	corpus-6-test-corpus-26-train	DOH	وين الأنفاق؟	وين الانفاق؟
8334	corpus-6-test-corpus-26-train	DOH	عندك اياه بمقاس أصغر؟	عندك اياه بمقاس اصغر؟
8338	corpus-6-test-corpus-26-train	DOH	وين اقدر احصل اسبرين؟	وين اقدر احصل اسبرين؟
8342	corpus-6-test-corpus-26-train	DOH	هذي أقل شي؟	هاذي اقل شي؟
8349	corpus-6-test-corpus-26-train	DOH	لو سمحت بغيت تصريح لأسبوع.	لو سمحت بغيت تصريح لاسبوع.
8355	corpus-6-test-corpus-26-train	DOH	هذي زميلي.	هاذي زميلي.
8358	corpus-6-test-corpus-26-train	DOH	شنو انواع البترول الموجودة هناك؟ ممتاز، وعادي، ونقي؟	شنو انواع البترول الموجودة هناك؟ ممتاز، وعادي، ونقي؟
8368	corpus-6-test-corpus-26-train	DOH	اكا واحد.	اكا واحد.
8371	corpus-6-test-corpus-26-train	DOH	قاعد ازكم.	قاعد ازكم.
8418	corpus-6-test-corpus-26-train	DOH	هو بلجني مشوي مع سوس خاص مع ملة عيش.	هو بلجني مشوي مع سوس خاص مع ملة عيش.
